0.5444,0.5674,0.8441,0.7846,0.6690,0.5342,0.9577,0.8940,0.7450,0.5633,1.0000,0.9320,0.7620,0.5658,0.9585,0.8863,0.7203,0.5320,0.8495,0.7787,0.6508,0.5087,0.6989,0.5801,0.5536,0.4218,0.4178,0.3927,0.3376,0.3230,0.3392,0.2966,0.2680,0.2649,0.3293,0.2792,0.2544,0.2628,0.3184,0.2666,0.2502,0.2615,0.2961,0.2538,0.2386,0.2492,0.3096,0.2720,0.2682,0.2693,0.3263,0.2911,0.3476,0.3951,0.4277,0.4417
0.5331,0.6133,0.7946,0.8208,0.7714,0.6637,0.8937,0.9506,0.8924,0.7445,0.9320,1.0000,0.9337,0.7682,0.8948,0.9507,0.8806,0.7208,0.8052,0.8261,0.7661,0.6479,0.6761,0.6390,0.5507,0.5413,0.5771,0.5551,0.3378,0.3590,0.4291,0.3532,0.2937,0.2622,0.4444,0.3498,0.2865,0.2600,0.4419,0.3419,0.2850,0.2591,0.4112,0.3253,0.2719,0.2474,0.4050,0.3338,0.2985,0.2691,0.3682,0.2930,0.3532,0.5218,0.5011,0.4532
0.4837,0.6062,0.6656,0.7618,0.7946,0.7498,0.7342,0.8833,0.9416,0.8837,0.7620,0.9337,1.0000,0.9322,0.7320,0.8879,0.9429,0.8735,0.6767,0.7737,0.8012,0.7474,0.5897,0.6400,0.5062,0.6489,0.7399,0.7264,0.3329,0.3920,0.5236,0.4179,0.3275,0.2679,0.5786,0.4382,0.3314,0.2680,0.5920,0.4396,0.3346,0.2683,0.5514,0.4177,0.3191,0.2568,0.5106,0.4072,0.3374,0.2771,0.4075,0.2982,0.3527,0.6417,0.5521,0.4424
0.4260,0.5638,0.5155,0.6418,0.7396,0.7759,0.5505,0.7284,0.8764,0.9368,0.5658,0.7682,0.9322,1.0000,0.5430,0.7314,0.8811,0.9368,0.5228,0.6521,0.7494,0.7825,0.4823,0.5968,0.4492,0.7354,0.8799,0.8762,0.3448,0.4416,0.6322,0.5126,0.3958,0.3067,0.7383,0.5703,0.4196,0.3134,0.7747,0.5877,0.4309,0.3164,0.7228,0.5572,0.4107,0.3035,0.6327,0.5135,0.4113,0.3186,0.4635,0.3299,0.3680,0.7396,0.5876,0.4313
0.3929,0.4204,0.6856,0.6309,0.5327,0.4219,0.8429,0.7827,0.6484,0.4875,0.9585,0.8948,0.7320,0.5430,1.0000,0.9334,0.7645,0.5672,0.9575,0.8904,0.7531,0.5931,0.8429,0.7106,0.6961,0.3315,0.3601,0.4185,0.2421,0.2377,0.2664,0.2338,0.2126,0.2120,0.2834,0.2404,0.2198,0.2281,0.3038,0.2535,0.2371,0.2473,0.3140,0.2669,0.2485,0.2569,0.3597,0.3124,0.3037,0.3005,0.3979,0.3487,0.4350,0.4613,0.5262,0.5588
0.3745,0.4422,0.6318,0.6448,0.5997,0.5122,0.7746,0.8177,0.7629,0.6337,0.8863,0.9507,0.8879,0.7314,0.9334,1.0000,0.9339,0.7698,0.9152,0.9523,0.8949,0.7646,0.8290,0.7971,0.7088,0.4169,0.4909,0.5950,0.2374,0.2594,0.3317,0.2754,0.2314,0.2091,0.3794,0.3005,0.2479,0.2269,0.4222,0.3272,0.2730,0.2484,0.4409,0.3475,0.2886,0.2606,0.4799,0.3925,0.3467,0.3084,0.4614,0.3620,0.4560,0.6188,0.6305,0.5895
0.3315,0.4265,0.5195,0.5862,0.6045,0.5666,0.6283,0.7483,0.7922,0.7408,0.7203,0.8806,0.9429,0.8811,0.7645,0.9339,1.0000,0.9345,0.7760,0.8997,0.9447,0.8920,0.7350,0.8123,0.6663,0.4905,0.6216,0.7827,0.2297,0.2783,0.3986,0.3221,0.2561,0.2128,0.4899,0.3751,0.2871,0.2347,0.5658,0.4228,0.3234,0.2601,0.5969,0.4523,0.3445,0.2756,0.6157,0.4887,0.4009,0.3252,0.5235,0.3788,0.4684,0.7718,0.7093,0.5903
0.2836,0.3861,0.3953,0.4849,0.5515,0.5732,0.4658,0.6100,0.7277,0.7728,0.5320,0.7208,0.8735,0.9368,0.5672,0.7698,0.9345,1.0000,0.6018,0.7618,0.8875,0.9364,0.6050,0.7621,0.5951,0.5416,0.7248,0.9385,0.2295,0.3028,0.4674,0.3829,0.2995,0.2356,0.6106,0.4754,0.3532,0.2666,0.7279,0.5536,0.4069,0.2995,0.7744,0.5949,0.4358,0.3198,0.7600,0.6116,0.4838,0.3695,0.5944,0.4167,0.4888,0.8894,0.7570,0.5778
0.2873,0.3153,0.5309,0.4908,0.4204,0.3412,0.6936,0.6491,0.5500,0.4271,0.8495,0.8052,0.6767,0.5228,0.9575,0.9152,0.7760,0.6018,1.0000,0.9548,0.8362,0.6862,0.9580,0.8443,0.8488,0.2764,0.3284,0.4646,0.1892,0.1929,0.2297,0.2070,0.1919,0.1929,0.2685,0.2345,0.2179,0.2259,0.3181,0.2727,0.2573,0.2661,0.3627,0.3148,0.2940,0.2994,0.4467,0.3934,0.3806,0.3712,0.5146,0.4507,0.5678,0.5545,0.6585,0.7114
0.2652,0.3157,0.4795,0.4818,0.4464,0.3856,0.6285,0.6522,0.6090,0.5136,0.7787,0.8261,0.7737,0.6521,0.8904,0.9523,0.8997,0.7618,0.9548,1.0000,0.9556,0.8399,0.9427,0.9267,0.8640,0.3222,0.4116,0.6126,0.1795,0.2000,0.2662,0.2299,0.2004,0.1863,0.3326,0.2755,0.2361,0.2213,0.4096,0.3316,0.2857,0.2645,0.4750,0.3886,0.3312,0.3021,0.5650,0.4747,0.4251,0.3801,0.5838,0.4678,0.5946,0.7027,0.7651,0.7474
